source,source_entry,date_day,date_month,date_year,actor_id,actor_first_name,actor_surname,role,status,phase
BRGA818,00001599A,,,1599,5912,Bartholomeus,Van der Meren,member,dean,start
BRGA818,00001599A,,,1599,5913,Jan,Van Ponberghe,member,dean,start
BRGA818,00001599A,,,1599,6930,Carel,Van den Steen,member,dean,start
BRGA818,00001599B,,,1599,5917,Antoon,Van Schelle,member,master,start
BRGA818,00001599C,,,1599,5936,Abraham,Gyoryns,member,master’s son,start
BRGA818,00001599C,,,1599,5937,Jan,Gyoryns,member,master,start
BRGA818,00001599D,,,1599,5938,Nicolaes,Van Zeunen,member,apprentice,start
BRGA818,00001599D,,,1599,5940,Fernand,Bert,member,teacher,start
BRGA818,00001599E,,,1599,5943,Francois,De Sainctsaule,member,apprentice,start
BRGA818,00001599E,,,1599,5945,Denys,Van Alsloot,member,teacher,start
BRGA818,00001599F,,,1599,5947,Philips,Britseels,member,apprentice,start
BRGA818,00001599F,,,1599,5948,Francois,De Godts,member,teacher,start
BRGA818,00001600A,,,1600,6955,Nicolaes,Van Rillaert,member,dean,start
BRGA818,00001600A,,,1600,5962,Carel,Lambrechts,member,dean,start
BRGA818,00001600A,,,1600,6085,Hieronymus,Van Orley,member,dean,start
BRGA818,00001600B,,,1600,5983,Philips,Matthys,member,apprentice,start
BRGA818,00001600B,,,1600,5985,Jacques,De Vries,member,teacher,start
BRGA818,00001600C,,,1600,5988,Christoffel,Regybus,member,apprentice,start
BRGA818,00001600C,,,1600,5912,Bartholomeus,Van der Meren,member,teacher,start
BRGA818,00001600D,,,1600,5990,Willem,Van Gent,member,apprentice,start
BRGA818,00001600D,,,1600,5962,Carel,Lambrechts,member,teacher,start
BRGA818,00001600E,,,1600,5993,Francois,De Streu,member,apprentice,start
BRGA818,00001600E,,,1600,5995,Peter,Noveliers,member,teacher,start
BRGA818,00001600F,,,1600,6854,Daniel,Ficquaert,member,apprentice,start
BRGA818,00001600F,,,1600,6261,Jan,Gotemans,member,teacher,start
BRGA818,00001600G,,,1600,6304,Joris,Storm,member,apprentice,start
BRGA818,00001600G,,,1600,5962,Carel,Lambrechts,member,teacher,start
BRGA818,1601,,,1601,6955,Nicolaes,Van Rillaert,member,dean,start
BRGA818,1601,,,1601,5962,Carel,Lambrechts,member,dean,start
BRGA818,1601,,,1601,6085,Hieronymus,Van Orley,member,dean,start
BRGA818,00001602A,,,1602,6039,Jacques,De Fayter,member,dean,start
BRGA818,00001602A,,,1602,6023,Lenard,Wauwermans,member,dean,start
BRGA818,00001602A,,,1602,3002,Jan,Van Bronckhorst,member,dean,start
BRGA818,00001602B,,,1602,6080,Antoon,Waelrant,member,apprentice,start
BRGA818,00001602B,,,1602,6081,Gilbert,Van Weenen,member,teacher,start
BRGA818,00001603A,,,1603,5933,Nicolaes,Mertens,member,dean,start
BRGA818,00001603A,,,1603,5929,Philips,Van Bentem,member,dean,start
BRGA818,00001603A,,,1603,6255,Cornelis,De Bloyer,member,dean,start
BRGA818,00001603B,,,1603,6104,Jan Baptist,Grondone,member,apprentice,start
BRGA818,00001603B,,,1603,6106,Gillis,Claessens,member,teacher,start
BRGA818,00001603C,,,1603,6116,Hans,Clunebris,member,apprentice,start
BRGA818,00001603C,,,1603,5912,Bartholomeus,Van der Meren,member,teacher,start
BRGA818,00001604A,,,1604,6112,Aert,Bleter,member,apprentice,start
BRGA818,00001604A,,,1604,6045,Adriaen,Van Zinnick,member,teacher,start
BRGA818,00001604B,,,1604,6121,Adriaen,Berckay,member,apprentice,start
BRGA818,00001604B,,,1604,6023,Lenard,Wauwermans,member,teacher,start
BRGA818,00001604C,,,1604,2809,Peter,Van der Borcht,member,apprentice,start
BRGA818,00001604C,,,1604,5945,Denys,Van Alsloot,member,teacher,start
BRGA818,00001604D,,,1604,5933,Nicolaes,Mertens,member,dean,start
BRGA818,00001604D,,,1604,6255,Cornelis,De Bloyer,member,dean,start
BRGA818,00001604D,,,1604,5929,Philips,Van Bentem,member,dean,start
BRGA818,00001604E,,,1604,6163,Antoon,Sammori,member,apprentice,start
BRGA818,00001604E,,,1604,6106,Gillis,Claessens,member,teacher,start
BRGA818,1605,,,1605,6065,Francois,Tons,member,dean,start
BRGA818,1605,,,1605,6036,Willem,Van Worms,member,dean,start
BRGA818,1605,,,1605,6842,Jan,De Kemp,member,dean,start
BRGA818,1606,,,1606,6039,Jacques,De Fayter,member,dean,start
BRGA818,1606,,,1606,6955,Nicolaes,Van Rillaert,member,dean,start
BRGA818,1606,,,1606,6045,Adriaen,Van Zinnick,member,dean,start
BRGA818,1607,,,1607,6255,Cornelis,De Bloyer,member,dean,start
BRGA818,1607,,,1607,6039,Jacques,De Fayter,member,dean,start
BRGA818,1607,,,1607,6132,Jan,Mattheus,member,dean,start
BRGA818,1608,,,1608,6367,Jan,Van Botbergh,member,dean,start
BRGA818,1608,,,1608,6930,Carel,Van den Steen,member,dean,start
BRGA818,1608,,,1608,6629,Jan,Trippaert,member,dean,start
BRGA818,1609,,,1609,6039,Jacques,De Fayter,member,dean,start
BRGA818,1609,,,1609,6261,Jan,Gotemans,member,dean,start
BRGA818,1609,,,1609,6053,Wouter,Jacobs,member,dean,start
BRGA818,00001610A,,,1610,6036,Willem,Van Worms,member,dean,start
BRGA818,00001610A,,,1610,5925,Antoon,Van der Meren,member,dean,start
BRGA818,00001610A,,,1610,5979,Hans,Mennens,member,dean,start
BRGA818,00001610B,,,1610,6754,Carel,Herssel,member,apprentice,start
BRGA818,00001610B,,,1610,2821,David,Noveliers,member,teacher,start
BRGA818,00001611A,,,1611,6129,Willem,De Moy,member,apprentice,start
BRGA818,00001611A,,,1611,5945,Denys,Van Alsloot,member,teacher,start
BRGA818,00001611B,,,1611,5933,Nicolaes,Mertens,member,dean,start
BRGA818,00001611B,,,1611,6367,Jan,Van Botbergh,member,dean,start
BRGA818,00001611B,,,1611,6776,Francois,Van Schuddeput,member,dean,start
BRGA818,1612,,,1612,6132,Jan,Mattheus,member,dean,start
BRGA818,1612,,,1612,6842,Jan,De Kemp,member,dean,start
BRGA818,1612,,,1612,6432,Augustyn,Van der Venne,member,dean,start
BRGA818,1613,,,1613,6255,Cornelis,De Bloyer,member,dean,start
BRGA818,1613,,,1613,6261,Jan,Gotemans,member,dean,start
BRGA818,1613,,,1613,6930,Carel,Van den Steen,member,dean,start
BRGA818,1614,,,1614,5933,Nicolaes,Mertens,member,dean,start
BRGA818,1614,,,1614,713,Gaspar,De Craeyer,member,dean,start
BRGA818,1614,,,1614,6472,Jacques,Regaets,member,dean,start
BRGA818,1615,,,1615,5933,Nicolaes,Mertens,member,dean,start
BRGA818,1615,,,1615,6036,Willem,Van Worms,member,dean,start
BRGA818,1615,,,1615,713,Gaspar,De Craeyer,member,dean,start
BRGA818,1616,,,1616,6045,Adriaen,Van Zinnick,member,dean,start
BRGA818,1616,,,1616,6629,Jan,Trippaert,member,dean,start
BRGA818,1616,,,1616,2961,Jan,Bauwens,member,dean,start
BRGA818,1617,,,1617,6930,Carel,Van den Steen,member,dean,start
BRGA818,1617,,,1617,6132,Jan,Mattheus,member,dean,start
BRGA818,1617,,,1617,6418,Maerten,Heunis,member,dean,start
BRGA818,1618,,,1618,6053,Wouter,Jacobs,member,dean,start
BRGA818,1618,,,1618,5925,Antoon,Van der Meren,member,dean,start
BRGA818,1618,,,1618,6059,Michiel,De Bordeaux,member,dean,start
BRGA818,1619,,,1619,5933,Nicolaes,Mertens,member,dean,start
BRGA818,1619,,,1619,6432,Augustyn,Van der Venne,member,dean,start
BRGA818,1619,,,1619,472,Gillis,Leyniers,member,dean,start
BRGA818,1620,,,1620,6629,Jan,Trippaert,member,dean,start
BRGA818,1620,,,1620,2961,Jan,Bauwens,member,dean,start
BRGA818,1620,,,1620,2838,Gerard,Van Hoochstadt,member,dean,start
BRGA818,1621,,,1621,6930,Carel,Van den Steen,member,dean,start
BRGA818,1621,,,1621,6132,Jan,Mattheus,member,dean,start
BRGA818,1621,,,1621,6582,Willem,Maheu,member,dean,start
BRGA818,1623,,,1623,6418,Maerten,Heunis,member,dean,start
BRGA818,1623,,,1623,2926,Jan,De Paege,member,dean,start
BRGA818,1623,,,1623,6959,Gaspar,Van Schoor,member,dean,start
BRGA818,1624,,,1624,5933,Nicolaes,Mertens,member,dean,start
BRGA818,1624,,,1624,6030,Dominicus,Seghers,member,dean,start
BRGA818,1624,,,1624,472,Gillis,Leyniers,member,dean,start
BRGA818,1625,,,1625,6930,Carel,Van den Steen,member,dean,start
BRGA818,1625,,,1625,2902,Maximiliaen,Van der Elst,member,dean,start
BRGA818,1625,,,1625,6457,Francois,Van Obberghen,member,dean,start
BRGA818,1626,,,1626,2829,Antoon,Van Opstal,member,dean,start
BRGA818,1626,,,1626,6954,Jan,Van Rillaert,member,dean,start
BRGA818,1626,,,1626,6132,Jan,Mattheus,member,dean,start
BRGA818,1628,,,1628,3146,Jan,Vaillant,member,dean,start
BRGA818,1628,,,1628,6418,Maerten,Heunis,member,dean,start
BRGA818,1628,,,1628,5869,Cornelis,Van Bronckhorst,member,dean,start
BRGA818,1629,,,1629,3146,Jan,Vaillant,member,dean,start
BRGA818,1629,,,1629,5869,Cornelis,Van Bronckhorst,member,dean,start
BRGA818,1629,,,1629,6418,Maerten,Heunis,member,dean,start
BRGA818,1630,,,1630,6053,Wouter,Jacobs,member,dean,start
BRGA818,1630,,,1630,2838,Gerard,Van Hoochstadt,member,dean,start
BRGA818,1630,,,1630,2926,Jan,De Paege,member,dean,start
BRGA818,1631,,,1631,6132,Jan,Mattheus,member,dean,start
BRGA818,1631,,,1631,6954,Jan,Van Rillaert,member,dean,start
BRGA818,1631,,,1631,5777,Jan,Claerbodts,member,dean,start
BRGA818,1633,,,1633,2915,Lucas,De Kemp,member,dean,start
BRGA818,1633,,,1633,490,Antoon,Sallaert,member,dean,start
BRGA818,1633,,,1633,3150,Carel,Van den Steen,member,dean,start
BRGA818,1636,,,1636,5777,Jan,Claerbodts,member,dean,start
BRGA818,1636,,,1636,2961,Jan,Bauwens,member,dean,start
BRGA818,1636,,,1636,5786,Severyn,Diertyts,member,dean,start
BRGA818,1637,,,1637,5869,Cornelis,Van Bronckhorst,member,dean,start
BRGA818,1637,,,1637,472,Gillis,Leyniers,member,dean,start
BRGA818,1637,,,1637,2854,Philips,Van der Elst,member,dean,start
BRGA818,1638,,,1638,2902,Maximiliaen,Van der Elst,member,dean,start
BRGA818,1638,,,1638,3146,Jan,Vaillant,member,dean,start
BRGA818,1638,,,1638,2915,Lucas,De Kemp,member,dean,start
BRGA818,1639,,,1639,2829,Antoon,Van Opstal,member,dean,start
BRGA818,1639,,,1639,2809,Peter,Van der Borcht,member,dean,start
BRGA818,1639,,,1639,3150,Carel,Van den Steen,member,dean,start
BRGA818,1640,,,1640,5777,Jan,Claerbodts,member,dean,start
BRGA818,1640,,,1640,6060,Gillis,Van Blayenbergh,member,dean,start
BRGA818,1640,,,1640,2786,Engel,Van den Bosch,member,dean,start
BRGA818,1641,,,1641,2838,Gerard,Van Hoochstadt,member,dean,start
BRGA818,1641,,,1641,6084,Peter,Coppens,member,dean,start
BRGA818,1641,,,1641,2961,Jan,Bauwens,member,dean,start
BRGA818,1642,,,1642,2838,Gerard,Van Hoochstadt,member,dean,start
BRGA818,1642,,,1642,6084,Peter,Coppens,member,dean,start
BRGA818,1642,,,1642,2961,Jan,Bauwens,member,dean,start
BRGA818,1643,,,1643,6523,Willem,Van Graenenbroeck,member,dean,start
BRGA818,1643,,,1643,5786,Severyn,Diertyts,member,dean,start
BRGA818,1643,,,1643,2976,Leo,Van Heil,member,dean,start
BRGA818,1644,,,1644,2854,Philips,Van der Elst,member,dean,start
BRGA818,1644,,,1644,6161,Jan,Noveliers,member,dean,start
BRGA818,1644,,,1644,6954,Jan,Van Rillaert,member,dean,start
BRGA818,1645,,,1645,2854,Philips,Van der Elst,member,dean,start
BRGA818,1645,,,1645,6161,Jan,Noveliers,member,dean,start
BRGA818,1645,,,1645,6954,Jan,Van Rillaert,member,dean,start
BRGA818,1646,,,1646,490,Antoon,Sallaert,member,dean,start
BRGA818,1646,,,1646,2827,Jacques,Nyts,member,dean,start
BRGA818,1646,,,1646,2826,Antoon,Van den Bossche,member,dean,start
BRGA818,1647,,,1647,490,Antoon,Sallaert,member,dean,start
BRGA818,1647,,,1647,2827,Jacques,Nyts,member,dean,start
BRGA818,1647,,,1647,2826,Antoon,Van den Bossche,member,dean,start
BRGA818,00001648A,,,1648,3087,Albert,Fierens,member,apprentice,start
BRGA818,00001648A,,,1648,3268,Peter [b],Van Gindertaelen,member,teacher,start
BRGA818,00001648B,,,1648,472,Gillis,Leyniers,member,dean,start
BRGA818,00001648B,,,1648,512,Daniel,Van Heil,member,dean,start
BRGA818,00001648B,,,1648,2935,Jacob,Godsvriendt,member,dean,start
BRGA818,1649,,,1649,5777,Jan,Claerbodts,member,dean,start
BRGA818,1649,,,1649,2932,Jan,Van Velthoven,member,dean,start
BRGA818,1649,,,1649,2786,Engel,Van den Bosch,member,dean,start
BRGA818,1650,,,1650,6161,Jan,Noveliers,member,dean,start
BRGA818,1650,,,1650,3093,Jan,Schoreels,member,dean,start
BRGA818,1650,,,1650,3177,Michiel,Van Eeverenbroot,member,dean,start
BRGA818,1651,,,1651,6161,Jan,Noveliers,member,dean,start
BRGA818,1651,,,1651,3177,Michiel,Van Eeverenbroot,member,dean,start
BRGA818,1651,,,1651,3093,Jan,Schoreels,member,dean,start
BRGA818,00001652A,,,1652,5786,Severyn,Diertyts,member,dean,start
BRGA818,00001652A,,,1652,3021,Cornelis,Kerckjans,member,dean,start
BRGA818,00001652A,,,1652,2906,Jan,Jacobs,member,dean,start
BRGA818,00001652B,,,1652,3175,Amatis,Billaert,member,apprentice,start
BRGA818,00001652B,,,1652,3177,Michiel,Van Eeverenbroot,member,teacher,start
BRGA818,00001653A,,,1653,3203,Andries,De Brauwer,painter,apprentice,start
BRGA818,00001653A,,,1653,2196,Willem,Van Schoor,painter,teacher,start
BRGA818,00001653B,,,1653,3205,Peter,Hellinck,painter,apprentice,start
BRGA818,00001653B,,,1653,512,Daniel,Van Heil,painter,teacher,start
BRGA818,00001653C,,,1653,3209,Hieronymus,De Vadder,painter,apprentice,start
BRGA818,00001653C,,,1653,3268,Peter [b],Van Gindertaelen,painter,teacher,start
BRGA818,00001653D,,,1653,3213,Gerard,Meysens,painter,apprentice,start
BRGA818,00001653D,,,1653,5874,Jan,Meysens,painter,teacher,former
BRGA818,00001653D,,,1653,2866,Peter,Meerts,painter,teacher,start
BRGA818,00001653E,,,1653,3222,Lucas,Viters,painter,apprentice,start
BRGA818,00001653E,,,1653,3152,Joos,Van Craesbeeck,painter,teacher,start
BRGA818,00001653F,,,1653,3225,Thomas,Monnorino,painter,apprentice,start
BRGA818,00001653F,,,1653,3153,Charles,Wautier,painter,teacher,start
BRGA818,00001653G,,,1653,3227,Ignatius,Van der Stock,painter,apprentice,start
BRGA818,00001653G,,,1653,480,Louis,De Vadder,painter,teacher,start
BRGA818,00001653H,,,1653,3229,Louis,Reysels,glazier,apprentice,start
BRGA818,00001653H,,,1653,2825,Steven,Stekeldoore,glazier,teacher,start
BRGA818,00001653I,,,1653,3230,Peter,La Court,panel beater,apprentice,start
BRGA818,00001653I,,,1653,3038,Jan Baptist,Sallaert,panel beater,teacher,start
BRGA818,00001653J,,,1653,3231,Jan,Denens,painter,apprentice,start
BRGA818,00001653J,,,1653,2866,Peter,Meerts,painter,teacher,start
BRGA818,00001653K,,,1653,3233,Louis Hernese,Janvier,member,apprentice,start
BRGA818,00001653K,,,1653,92,Francisco,Martini,member,teacher,start
BRGA818,00001653L,,,1653,3236,Jacob,Rubens,painter,apprentice,start
BRGA818,00001653L,,,1653,5896,Peter,Snayers,painter,teacher,start
BRGA818,00001653M,,,1653,3238,Willem,De Gyn,painter,apprentice,start
BRGA818,00001653M,,,1653,2196,Willem,Van Schoor,painter,teacher,start
BRGA818,00001653N,,,1653,3240,Antoon,Stroobant,painter,apprentice,start
BRGA818,00001653N,,,1653,2833,Alexander,Van Avont,painter,teacher,start
BRGA818,00001653O,,,1653,3242,Stefano,Gillis,painter,apprentice,start
BRGA818,00001653O,,,1653,2829,Antoon,Van Opstal,painter,teacher,start
BRGA818,00001653P,,,1653,3243,,Leyniers,glazier,apprentice,start
BRGA818,00001653P,,,1653,2906,Jan,Jacobs,glazier,teacher,start
BRGA818,00001653Q,,,1653,3038,Jan Baptist,Sallaert,member,dean,start
BRGA818,00001653Q,,,1653,471,Daniel,Leyniers,member,dean,start
BRGA818,00001653Q,,,1653,6954,Jan,Van Rillaert,member,dean,start
BRGA818,00001653R,,,1653,3188,Hendrick,Huysmans,member,apprentice,start
BRGA818,00001653R,,,1653,3038,Jan Baptist,Sallaert,member,teacher,start
BRGA818,1654,,,1654,512,Daniel,Van Heil,member,dean,start
BRGA818,1654,,,1654,3078,Christoffel,Goffin,member,dean,start
BRGA818,1654,,,1654,2935,Jacob,Godsvriendt,member,dean,start
BRGA818,1655,,,1655,2827,Jacques,Nyts,member,dean,start
BRGA818,1655,,,1655,5780,Jacques Antoon,De Meester,member,dean,start
BRGA818,1655,,,1655,2826,Antoon,Van den Bossche,member,dean,start
BRGA818,1656,,,1656,5777,Jan,Claerbodts,member,dean,start
BRGA818,1656,,,1656,2827,Jacques,Nyts,member,dean,start
BRGA818,1656,,,1656,5780,Jacques Antoon,De Meester,member,dean,start
BRGA818,1656,,,1656,2826,Antoon,Van den Bossche,member,dean,start
BRGA818,1657,,,1657,3038,Jan Baptist,Sallaert,member,dean,start
BRGA818,1657,,,1657,3107,Jan,Van Opstal,member,dean,start
BRGA818,1657,,,1657,5773,Matthys,Van den Bosch,member,dean,start
BRGA818,1658,,,1658,3038,Jan Baptist,Sallaert,member,dean,start
BRGA818,1658,,,1658,3107,Jan,Van Opstal,member,dean,start
BRGA818,1658,,,1658,5773,Matthys,Van den Bosch,member,dean,start
BRGA818,1659,,,1659,3268,Peter [b],Van Gindertaelen,member,dean,start
BRGA818,1659,,,1659,471,Daniel,Leyniers,member,dean,start
BRGA818,1659,,,1659,5333,Carel,De Swert,member,dean,start
BRGA818,1660,,,1660,3036,Jan,Arys,member,dean,start
BRGA818,1660,,,1660,2786,Engel,Van den Bosch,member,dean,start
BRGA818,1660,,,1660,5777,Jan,Claerbodts,member,dean,start
BRGA818,00001661A,,,1661,3021,Cornelis,Kerckjans,member,dean,start
BRGA818,00001661A,,,1661,3138,Jan,Cortois,member,dean,start
BRGA818,00001661A,,,1661,3179,Hendrick,Van Bronckhorst,member,dean,start
BRGA818,00001661B,,,1661,5695,Francois,Van Elewyck,member,apprentice,start
BRGA818,00001661B,,,1661,2809,Peter,Van der Borcht,member,teacher,start
BRGA818,00001661D,,,1661,5743,Coryn,Haccadron,member,apprentice,start
BRGA818,00001661D,,,1661,5490,Willem,Piscador,member,teacher,start
BRGA818,1662,,,1662,3021,Cornelis,Kerckjans,member,dean,start
BRGA818,1662,,,1662,3138,Jan,Cortois,member,dean,start
BRGA818,1662,,,1662,3179,Hendrick,Van Bronckhorst,member,dean,start
BRGA818,00001663A,,,1663,3245,Gillis,Van Tilborgh,member,dean,start
BRGA818,00001663A,,,1663,3510,Jan,Raes,member,dean,start
BRGA818,00001663A,,,1663,3202,Matthys,Van den Steen,member,dean,start
BRGA818,00001663B,,,1663,5604,Peter,Van der Maelen,glazier,apprentice,start
BRGA818,00001663B,,,1663,2938,Jan [b],Jacobs,glazier,teacher,start
BRGA818,00001664A,,,1664,5571,Francois,Volders,painter,apprentice,start
BRGA818,00001664A,,,1664,513,Lucas,Achtschellinck,painter,teacher,start
BRGA818,00001664B,,,1664,5574,Francois,Le Pies,painter,apprentice,start
BRGA818,00001664B,,,1664,3245,Gillis,Van Tilborgh,painter,teacher,start
BRGA818,00001664C,,,1664,5760,Simon,Polkasier,glazier,apprentice,start
BRGA818,00001665A,,,1665,5537,Melchior,Sallaert,member,dean,start
BRGA818,00001665A,,,1665,3252,Francois,Ysenbaut,member,dean,start
BRGA818,00001665A,,,1665,3140,Jan,Gillis,member,dean,start
BRGA818,00001665B,,,1665,5762,Jan,Godtsvriendt,glazier,master,start
BRGA818,1666,,,1666,5541,Jan,Ardyn,glazier,master’s son,start
BRGA818,00001667A,,,1667,3248,Peter,Van den Winckel,member,dean,start
BRGA818,00001667A,,,1667,3138,Jan,Cortois,member,dean,start
BRGA818,00001667A,,,1667,3179,Hendrick,Van Bronckhorst,member,dean,start
BRGA818,00001667B,,,1667,3238,Willem,De Gyn,member,master,start
BRGA818,1668,,,1668,3138,Jan,Cortois,member,dean,start
BRGA818,1668,,,1668,5482,Jan [b],Raes,member,dean,start
BRGA818,1668,,,1668,3179,Hendrick,Van Bronckhorst,member,dean,start
BRGA818,1668,,,1668,3248,Peter,Van den Winckel,member,dean,start
BRGA818,1669,,,1669,3145,Daniel,Vaillant,member,dean,start
BRGA818,1669,,,1669,5492,Artus,De Kemp,member,dean,start
BRGA818,1669,,,1669,5490,Willem,Piscador,member,dean,start
BRGA818,00001670A,,,1670,3078,Christoffel,Goffin,member,dean,start
BRGA818,00001670A,,,1670,5482,Jan [b],Raes,member,dean,start
BRGA818,00001670A,,,1670,3140,Jan,Gillis,member,dean,start
BRGA818,00001670B,,,1670,2784,Francois,Coppens,glazier,teacher,start
BRGA818,00001670B,,,1670,5489,Judocus,De Ridder,glazier,apprentice,start
BRGA818,00001670C,,,1670,5397,Hendrick,Van den Steen,goldsmith,teacher,start
BRGA818,00001670C,,,1670,5374,Bartholomeus,Cortois,goldsmith,apprentice,start
BRGA818,00001670D,,,1670,5491,Antoon,Van Noye,goldsmith,apprentice,start
BRGA818,00001670D,,,1670,5490,Willem,Piscador,goldsmith,teacher,start
BRGA818,00001670E,,,1670,5494,Jacob,Carlier,glazier,apprentice,start
BRGA818,00001670E,,,1670,3140,Jan,Gillis,glazier,teacher,start
BRGA818,00001670F,,,1670,5492,Artus,De Kemp,glazier,teacher,start
BRGA818,00001670F,,,1670,5493,Jan Baptist,Huygens,glazier,apprentice,start
BRGA818,00001670G,,,1670,5498,Jan Baptist,De Champaigne,painter,master,start
BRGA818,00001671A,,,1671,3078,Christoffel,Goffin,member,dean,start
BRGA818,00001671A,,,1671,5482,Jan [b],Raes,member,dean,start
BRGA818,00001671A,,,1671,3140,Jan,Gillis,member,dean,start
BRGA818,00001671A,,,1671,3179,Hendrick,Van Bronckhorst,member,dean,start
BRGA818,00001671B,,,1671,5484,Hendrick,Libert,goldsmith,apprentice,start
BRGA818,00001671B,,,1671,3252,Francois,Ysenbaut,goldsmith,teacher,start
BRGA818,00001671C,,,1671,5486,Johannes Baptist,De Backer,painter,master’s son,start
BRGA818,00001671D,,,1671,5485,Peter Jan,Bout,painter,master,start
BRGA818,1672,,,1672,5537,Melchior,Sallaert,member,dean,start
BRGA818,1672,,,1672,5482,Jan [b],Raes,member,dean,start
BRGA818,1672,,,1672,5380,Michiel,Van Bronckhorst,member,dean,start
BRGA818,00001673A,,,1673,5333,Carel,De Swert,member,dean,start
BRGA818,00001673A,,,1673,5343,Peter,Cortois,member,dean,start
BRGA818,00001673A,,,1673,3248,Peter,Van den Winckel,member,dean,start
BRGA818,00001673B,,,1673,5452,Maerten,De la Court,painter,master,start
BRGA818,00001673C,,,1673,3074,Peter,Seghers,painter,teacher,start
BRGA818,00001673C,,,1673,5400,Jan,Van Avont,painter,apprentice,start
BRGA818,00001673D,,,1673,5451,Peter,Herrebos,painter,master,start
BRGA818,00001675A,,,1675,891,David,Teniers,painter,teacher,start
BRGA818,00001675A,,,1675,5402,Gelaude,Daure Cour,painter,apprentice,start
BRGA818,00001675B,,,1675,5333,Carel,De Swert,member,dean,start
BRGA818,00001675B,,,1675,3248,Peter,Van den Winckel,member,dean,start
BRGA818,00001675B,,,1675,5343,Peter,Cortois,member,dean,start
BRGA818,1676,,,1676,5482,Jan [b],Raes,member,dean,start
BRGA818,1676,,,1676,3205,Peter,Hellinck,member,dean,start
BRGA818,1676,,,1676,2784,Francois,Coppens,member,dean,start
BRGA818,00001677A,,,1677,3205,Peter,Hellinck,member,dean,start
BRGA818,00001677A,,,1677,5482,Jan [b],Raes,member,dean,start
BRGA818,00001677A,,,1677,2784,Francois,Coppens,member,dean,start
BRGA818,00001677B,,,1677,5356,Cornelis,Coppens,glazier,apprentice,start
BRGA818,00001677B,,,1677,2784,Francois,Coppens,glazier,teacher,start
BRGA818,00001677B,,,1677,2784,Francois,Coppens,glazier,dean,start
BRGA818,00001677C,,,1677,5383,Jacob,Nys,painter,apprentice,start
BRGA818,00001677C,,,1677,5384,Reynold,Cortkens,painter,teacher,start
BRGA818,00001678A,,,1678,5379,Peter,De Paepe,goldsmith,apprentice,start
BRGA818,00001678A,,,1678,3252,Francois,Ysenbaut,goldsmith,teacher,start
BRGA818,00001678B,,,1678,563,Peter,Van Orley,member,dean,start
BRGA818,00001678B,,,1678,5380,Michiel,Van Bronckhorst,member,dean,start
BRGA818,00001678B,,,1678,3252,Francois,Ysenbaut,member,dean,start
BRGA818,00001679A,,,1679,3205,Peter,Hellinck,member,dean,start
BRGA818,00001679A,,,1679,5488,Francois [b],Coppens,member,dean,start
BRGA818,00001679A,,,1679,5343,Peter,Cortois,member,dean,start
BRGA818,00001679B,,,1679,5349,Peter,De Donderberghen,glazier,apprentice,start
BRGA818,00001679B,,,1679,5773,Matthys,Van den Bosch,glazier,teacher,start
BRGA818,00001679B,,,1679,5773,Matthys,Van den Bosch,glazier,parent,start
BRGA818,00001679C,,,1679,5373,Jan Francois,Ysenbaut,goldsmith,master’s son,start
BRGA818,00001679D,,,1679,5370,Peter,Pepersack,glazier,apprentice,start
BRGA818,00001679D,,,1679,3179,Hendrick,Van Bronckhorst,glazier,teacher,start
BRGA818,00001680A,,,1680,5482,Jan [b],Raes,member,dean,start
BRGA818,00001680A,,,1680,3205,Peter,Hellinck,member,dean,start
BRGA818,00001680A,,,1680,5488,Francois [b],Coppens,member,dean,start
BRGA818,00001680B,,,1680,5344,Gerard Antoon,Van Reykel,painter,master,start
BRGA818,00001680C,,,1680,5348,Francois,Thielen,painter,master,start
BRGA818,00001680D,,,1680,5367,Antoon,Goosens,glazier,apprentice,start
BRGA818,00001680D,,,1680,3093,Jan,Schoreels,glazier,teacher,start
BRGA818,00001680D,,,1680,3093,Jan,Schoreels,glazier,parent,start
BRGA818,00001680E,,,1680,5711,Francois,Berbiers,glazier,apprentice,start
BRGA818,00001680E,,,1680,3270,Michiel,Coolemans,glazier,teacher,start
BRGA818,00001680F,,,1680,5370,Peter,Pepersack,glazier,apprentice,start
BRGA818,00001680F,,,1680,3179,Hendrick,Van Bronckhorst,glazier,teacher,start
BRGA818,00001680F,,,1680,3179,Hendrick,Van Bronckhorst,glazier,parent,start
BRGA818,00001680G,,,1680,5463,Reynier,Vrientschap,glazier,apprentice,start
BRGA818,00001680G,,,1680,5389,Maerten,De Kerck,glazier,teacher,start
BRGA818,00001680H,,,1680,5466,Michiel,Lefebure,glazier,apprentice,start
BRGA818,00001680H,,,1680,2795,Jan,Odeyn,glazier,teacher,start
BRGA818,00001680I,,,1680,5469,Jan Baptist,De Weerdt,goldsmith,apprentice,start
BRGA818,00001680I,,,1680,5392,Judocus,Van Dormael,goldsmith,teacher,start
BRGA818,00001681A,,,1681,5338,Jan Baptist,De Mediena,painter,master,start
BRGA818,00001681B,,,1681,5339,Hieronymus,Galle,painter,master,start
BRGA818,00001681C,,,1681,5340,Jacob,Huysmans,painter,master,start
BRGA818,00001681D,,,1681,5490,Willem,Piscador,member,dean,start
BRGA818,00001681D,,,1681,5508,Willem,Van Rillaert,member,dean,start
BRGA818,00001681D,,,1681,2187,Erasmus,Crock,member,dean,start
